mbid,danceable,genre_dortmund_alternative,genre_dortmund_blues,genre_dortmund_electronic,genre_dortmund_folkcountry,genre_dortmund_funksoulrnb,genre_dortmund_jazz,genre_dortmund_pop,genre_dortmund_raphiphop,genre_dortmund_rock,genre_electronic_ambient,genre_electronic_dnb,genre_electronic_house,genre_electronic_techno,genre_electronic_trance,genre_rosamerica_cla,genre_rosamerica_dan,genre_rosamerica_hip,genre_rosamerica_jaz,genre_rosamerica_pop,genre_rosamerica_rhy,genre_rosamerica_roc,genre_rosamerica_spe,genre_tzanetakis_blu,genre_tzanetakis_cla,genre_tzanetakis_cou,genre_tzanetakis_dis,genre_tzanetakis_hip,genre_tzanetakis_jaz,genre_tzanetakis_met,genre_tzanetakis_pop,genre_tzanetakis_reg,genre_tzanetakis_roc,ismir04_rhythm_ChaChaCha,ismir04_rhythm_Jive,ismir04_rhythm_Quickstep,ismir04_rhythm_Rumba-American,ismir04_rhythm_Rumba-International,ismir04_rhythm_Rumba-Misc,ismir04_rhythm_Samba,ismir04_rhythm_Tango,ismir04_rhythm_VienneseWaltz,ismir04_rhythm_Waltz,mood_acoustic,mood_aggressive,mood_electronic,mood_happy,mood_party,mood_relaxed,mood_sad,moods_mirex_Cluster1,moods_mirex_Cluster2,moods_mirex_Cluster3,moods_mirex_Cluster4,moods_mirex_Cluster5,timbre,tonal_atonal,voice_instrumental,artist,genre,label,key_key,key_scale,chords_key,chords_scale,chords_changes_rate,chords_number_rate,bpm,beats_count,average_loudness,dynamic_complexity,duration,spectral_centroid,spectral_rolloff,spectral_flux,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,release_year,release_title,recording_title,liked
a4ce8277-a761-4b15-a4da-9ce11ae4770a,0.111736342311,0.00316777196713,0.00259701092727,0.987920463085,0.00442524207756,3.78146069124e-05,0.00102112058084,0.000159024770255,2.48933247349e-05,0.000646680069622,0.831134259701,0.00424609566107,0.0864730551839,0.0180847626179,0.0600618124008,0.318162977695,0.00843444373459,0.0325286947191,0.288028180599,0.0323196724057,0.245986446738,0.00832375138998,0.0662158280611,0.0639237090945,0.034751418978,0.10427903384,0.0787895023823,0.156627580523,0.313378661871,0.0447313822806,0.0626165941358,0.0626253634691,0.0782767757773,0.0581780150533,0.0141695803031,0.0089253783226,0.0483632683754,0.0510210171342,0.0157316718251,0.030523231253,0.51667034626,0.246377721429,0.0100397951901,0.960040986538,0.996384859085,0.754137217999,0.931217551231,0.972794353962,0.982336223125,0.670820295811,0.0635384693742,0.271173119545,0.361108839512,0.207976058125,0.0962034985423,0.8578799963,0.981693029404,0.960237503052,Alabama Shakes,Americana,ATO Records,G,major,G,major,0.0550759658217,0.00155386736151,131.569564819,582,0.601170778275,7.23245191574,268.90447998,651.496826172,674.803588867,0.0549243837595,-788.238220215,165.496444702,13.5355148315,33.9701919556,12.7991428375,6.40632820129,-2.75448679924,0.16626881063,-4.17218971252,-1.49145853519,4.2562789917,4.29000377655,7.04224300385,2015.0,Sound & Color,This Feeling,1
56eed245-33c6-4121-b66d-0456338f691b,0.767793595791,0.0336116328835,0.00918754935265,0.921309173107,0.00991300586611,0.000746507546864,0.0161636844277,0.00190213194583,0.00055885722395,0.00660748174414,0.8977445364,0.00701419590041,0.0291108321398,0.00592408701777,0.0602063313127,0.0327699892223,0.015651492402,0.0376404635608,0.343064159155,0.272412359715,0.195434063673,0.078836672008,0.0241907984018,0.0626613423228,0.0348169617355,0.104475811124,0.0784321576357,0.15692435205,0.313974827528,0.0448166541755,0.0627359300852,0.0627360641956,0.0784258767962,0.0125284614041,0.00842455402017,0.00277256127447,0.0183633938432,0.00616018427536,0.0103322369978,0.0207267738879,0.882170557976,0.03577420488,0.00274707772769,0.606316864491,0.910870432854,0.666698396206,0.999984264374,0.794047951698,0.97655838728,0.53212839365,0.191862568259,0.26529493928,0.257413595915,0.154916003346,0.130512878299,0.886906802654,0.820701003075,0.588388025761,Alabama Shakes,Americana,ATO Records,F#,minor,F#,minor,0.0753098204732,0.00324118207209,93.0685806274,423,0.760333895683,6.7412776947,243.513473511,868.774169922,975.477661133,0.0677198171616,-734.909362793,142.957473755,17.2668056488,7.22556972504,3.28128695488,10.3129301071,3.8796184063,-0.378156512976,3.85602402687,4.56514549255,1.32406806946,0.918206512928,0.677297413349,2015.0,"Promo Only: Modern Rock Radio, August 2015",Gimme All Your Love,1
a4954cc5-7d34-449f-9850-517a7c9530e4,0.605094611645,0.0667810216546,0.0608236454427,0.614717960358,0.160256385803,0.00636665057391,0.0171062592417,0.0167995970696,0.00648243259639,0.0506660118699,0.736564934254,0.00864311587065,0.214310020208,0.0227985456586,0.0176833551377,0.0554462559521,0.0117446063086,0.0483873300254,0.210214182734,0.168425530195,0.447767615318,0.0104368254542,0.0475776717067,0.050619315356,0.0337199084461,0.075857065618,0.050574567169,0.151744842529,0.303673177958,0.0607045330107,0.0606902390718,0.0606872960925,0.151729047298,0.168997585773,0.024522062391,0.0327420756221,0.0694919005036,0.115310102701,0.107596918941,0.0554071702063,0.195372998714,0.195881143212,0.0346780531108,0.60775667429,0.895748138428,0.726343274117,0.928633451462,0.907993733883,0.985433876514,0.688665986061,0.0930281281471,0.45301052928,0.159481227398,0.246801450849,0.0476786717772,0.812153220177,0.956670284271,0.930728256702,Alabama Shakes,Americana,ATO Records,D,major,D,major,0.0366225838661,0.00356052909046,114.326049805,351,0.867838740349,5.15529108047,182.517547607,647.071838379,836.815063477,0.0662121921778,-780.969177246,167.364700317,43.0162124634,24.9965515137,5.52092409134,-5.66777801514,-5.18386793137,0.870063483715,0.642410337925,2.38681864738,6.56461238861,7.06634664536,2.5274336338,2015.0,"Promo Only: Modern Rock Radio, January 2016",Sound & Color,1
c4d87620-fbea-46ec-bfac-f8f9c64ec7c3,0.914726614952,0.0314871333539,0.0039644469507,0.95748758316,0.0028283323627,0.000140535237733,0.000402476201998,0.000254087237408,9.58644304774e-05,0.00333953485824,0.598537027836,0.00823116861284,0.0175605919212,0.00494719436392,0.370724022388,0.0159078221768,0.0503671392798,0.0108461976051,0.0151124931872,0.394584387541,0.0834382325411,0.408413946629,0.021329799667,0.0626613423228,0.0348169617355,0.104475811124,0.0784321576357,0.15692435205,0.313974827528,0.0448166541755,0.0627359300852,0.0627360641956,0.0784258767962,0.0620858222246,0.174527361989,0.0154236154631,0.0307638980448,0.03334030509,0.023308230564,0.0513656325638,0.0577313899994,0.534442007542,0.0170117281377,0.774578630924,0.941975235939,0.545342028141,0.782606005669,0.772933423519,0.551444411278,0.693968772888,0.108619280159,0.113197490573,0.183487430215,0.192694380879,0.402001440525,0.988087892532,0.5,0.795761823654,Alabama Shakes,Americana,ATO Records,F#,minor,F#,minor,0.0432880483568,0.00253281136975,153.243850708,515,0.91939675808,2.45196247101,201.639190674,1140.15307617,1317.86169434,0.0907690450549,-648.170654297,144.039474487,-6.45742321014,11.8331651688,9.84648323059,-3.63244628906,4.18241596222,-1.8019721508,-0.462772399187,0.808693468571,-0.00440831575543,2.59055376053,-6.32432889938,2015.0,Future People,Future People,1
d8f6ba6b-eb57-43f4-9e7e-89ba88662467,0.455979138613,0.0107716703787,0.00136723788455,0.983293294907,0.00110187090468,5.56648083148e-05,0.0023548186291,0.000131881577545,2.94856818073e-05,0.000894100172445,0.897036910057,0.00966869760305,0.0398547574878,0.0217331647873,0.0317064858973,0.126183196902,0.0237849894911,0.0966069549322,0.174862414598,0.110540054739,0.350759625435,0.068570047617,0.0486927218735,0.0617713928223,0.0343018434942,0.102904699743,0.0514719486237,0.154438391328,0.309046447277,0.0441263727844,0.0772129744291,0.0617708563805,0.102955065668,0.0447071380913,0.0109626473859,0.0049135950394,0.0300871245563,0.0065010250546,0.00698461988941,0.0130852758884,0.73673593998,0.14174875617,0.00427387934178,0.940299928188,1.0,0.723721504211,0.926663696766,0.99884968996,0.813912093639,0.688115417957,0.0753951370716,0.0937407165766,0.441473901272,0.169572994113,0.219817265868,0.985995948315,0.95992565155,0.997158527374,Ten Years After,Classic Blues Rock,Capitol,A,minor,C#,minor,0.0909279212356,0.00310687650926,115.389900208,449,0.642122209072,4.50105524063,224.135986328,646.095947266,580.286071777,0.084912635386,-725.350036621,192.672424316,-0.853940606117,23.2391967773,13.0025453568,16.3214321136,4.43569755554,4.54621505737,2.0813305378,1.02517032623,-1.16239023209,-1.85514724255,0.406892508268,1971.0,A Space in Time,I’d Love to Change the World,1
9c4e5d4a-e3ea-412b-92de-1271340c2822,0.202599212527,0.246834382415,0.0166501440108,0.539561390877,0.102881595492,0.0038824705407,0.0126883815974,0.0168211422861,0.00268917437643,0.0579912960529,0.688586294651,0.0295302867889,0.0996740460396,0.0203945506364,0.161814838648,0.0198335573077,0.0877668634057,0.0507852174342,0.0208752434701,0.256384879351,0.481643110514,0.0670349001884,0.0156762450933,0.0626541376114,0.0348133966327,0.0783501937985,0.104547761381,0.15693578124,0.313987255096,0.044816005975,0.0627349764109,0.0627352520823,0.0784252434969,0.161774083972,0.0665129572153,0.0180825460702,0.0291264746338,0.317812085152,0.0219025332481,0.0565265417099,0.0248406026512,0.272389292717,0.0310329012573,0.761507511139,0.960699379444,0.722804844379,0.63737154007,0.897358953953,0.980519771576,0.695024609566,0.189254432917,0.175685688853,0.325674295425,0.170538440347,0.138847157359,0.680441200733,0.581472098827,0.885320842266,Caamp,Folk,Mom+Pop,D#,major,D#,major,0.0410301163793,0.00152771710418,86.368812561,305,0.886585950851,3.40524220467,212.734939575,657.395202637,638.093811035,0.0816009268165,-673.821716309,151.485519409,22.9299087524,20.9838409424,14.9027376175,6.68940782547,4.80895519257,1.27864325047,-4.65008687973,1.46878540516,-6.72018861771,-0.790171205997,-2.7489836216,2022.0,Lavender Days,Apple Tree Blues,1
df72754b-0c18-443c-9763-764839d5f3a9,0.0934661328793,0.0508358776569,0.0108246523887,0.789569735527,0.0841058343649,0.00177250499837,0.0373679511249,0.00465561030433,0.00144410971552,0.0194237008691,0.903223395348,0.00458730524406,0.0395937226713,0.0157306939363,0.0368648692966,0.0620889849961,0.0153948292136,0.0367213897407,0.256898254156,0.0706104338169,0.522180557251,0.018992094323,0.0171134658158,0.0514389835298,0.0342905148864,0.102888338268,0.0772267058492,0.154498815536,0.309085905552,0.0441147200763,0.0617549531162,0.0617581829429,0.102942891419,0.0304690096527,0.00685071665794,0.00755907129496,0.0135893058032,0.0567725226283,0.0371789894998,0.0103357089683,0.0472642853856,0.749057769775,0.0409225933254,0.903626203537,0.970353245735,0.698190391064,0.845918178558,0.938587188721,0.995373010635,0.629461586475,0.121437929571,0.156085163355,0.489607274532,0.19342456758,0.0394450612366,0.832236886024,0.931077301502,0.789771795273,Caamp,Blues Country Folk,,D#,major,D#,major,0.0411293916404,0.00111160520464,117.835594177,410,0.853466153145,4.41566514969,208.817047119,596.340942383,601.541809082,0.05304941535,-734.729980469,173.32472229,29.1962375641,20.1910228729,7.94453001022,9.37389564514,-1.80961358547,4.42337274551,2.09943270683,10.6088151932,-9.10935497284,-2.14453053474,-1.10359823704,2019.0,Wolf Song,Wolf Song,1
babeb5ba-350a-4061-a868-8de2624fcd62,0.0201489068568,0.081261202693,0.0144427325577,0.738913059235,0.122708566487,0.00120356213301,0.0172646380961,0.00474278023466,0.000875664060004,0.0185877848417,0.880134224892,0.00282327481546,0.0825248882174,0.0125447772443,0.0219728350639,0.722134113312,0.00693021947518,0.0131357740611,0.0345429107547,0.0374635048211,0.163498669863,0.0144018521532,0.00789295788854,0.000255913095316,0.000140564719914,0.000375395291485,0.000230849531363,0.000562715227716,0.99194252491,0.000167053120094,0.000292266748147,0.00578369526193,0.000249038304901,0.00333818793297,0.000567857350688,0.000715144095011,0.00177587196231,0.0115858111531,0.00516859209165,0.00169889174867,0.0350926443934,0.929242908955,0.0108141060919,0.936129510403,0.999994695187,0.884200513363,0.513153076172,0.965948998928,0.990725696087,0.801042258739,0.0524848140776,0.571626126766,0.206108212471,0.116362325847,0.053418494761,0.983913004398,0.850997805595,0.665221631527,Caamp,Blues Country Folk,,E,major,E,major,0.0392025075853,0.00156810041517,138.851318359,481,0.66164290905,4.8854393959,207.238098145,616.680297852,752.243286133,0.0539298728108,-760.23449707,185.224914551,11.4845027924,10.1223287582,1.31256818771,-2.72012853622,0.258470773697,-5.71498394012,-4.99965381622,-6.19299983978,-10.2120714188,-3.28018712997,-6.49853181839,2019.0,"Penny, Heads Up","Penny, Heads Up",1
d636857f-afca-434e-8d2c-56a61bcdd97c,0.311043351889,0.125809401274,0.10712236166,0.364603966475,0.225545614958,0.0154141075909,0.0241722688079,0.0272554792464,0.0125152086839,0.0975616052747,0.395888864994,0.0437561273575,0.412353694439,0.0175908133388,0.130410507321,0.00270161568187,0.0100859990343,0.00776595529169,0.0118880504742,0.546815931797,0.326332002878,0.0921674817801,0.00224296748638,0.0620671063662,0.034474901855,0.103433981538,0.0620971247554,0.15527240932,0.310666948557,0.044346679002,0.0620793737471,0.0620816536248,0.103479810059,0.157359883189,0.107240818441,0.0243069976568,0.0303168036044,0.0519158095121,0.0248557254672,0.0539073161781,0.117176860571,0.420517772436,0.0124020017684,0.563321173191,0.98043435812,0.817365169525,0.749743103981,0.862353861332,0.850687146187,0.63823735714,0.107878178358,0.211142584682,0.2647587955,0.278499752283,0.137720704079,0.971878051758,0.775866091251,0.994121968746,Van Morrison,Pop,,C,major,G,major,0.0545500256121,0.00226244353689,151.837219238,465,0.939558446407,3.41194224358,184.685714722,1465.61865234,1832.50146484,0.075087890029,-663.479919434,106.569038391,19.5197601318,31.3042793274,9.10908603668,9.97713565826,0.576221466064,8.08146572113,-1.7906652689,1.21091234684,-4.92438220978,-1.47601819038,-4.61889839172,1967.0,Blowin’ Your Mind!,Brown Eyed Girl,1
feb64d01-6e05-4974-bb44-0046deca1bdb,0.0613620765507,0.152181506157,0.185308128595,0.204326227307,0.115215755999,0.0207239203155,0.0587895363569,0.0175497755408,0.00970719754696,0.236197948456,0.406578630209,0.120606981218,0.218167722225,0.0296050012112,0.225041672587,0.0745960325003,0.0547239407897,0.0936757698655,0.103689938784,0.163916036487,0.0639130473137,0.435092180967,0.0103930290788,0.0626613423228,0.0348169617355,0.104475811124,0.0784321576357,0.15692435205,0.313974827528,0.0448166541755,0.0627359300852,0.0627360641956,0.0784258767962,0.9125213027,0.013856687583,0.00375109841116,0.00813689082861,0.00154844031204,0.00106788985431,0.0056030494161,0.024617953226,0.028039874509,0.000856818398461,0.955323934555,0.663744807243,0.582092881203,0.785053551197,0.793274402618,0.94675797224,0.951870381832,0.219035804272,0.162355676293,0.0516903363168,0.146667808294,0.420250386,0.550060927868,0.828249573708,0.998687922955,The Jimi Hendrix Experience,"Psychedelic Rock, Classic Rock",Reprise Records,D#,major,C,minor,0.108622997999,0.0050133690238,113.5365448,282,0.945136427879,4.71146774292,138.86328125,2155.09350586,2751.13500977,0.0814321637154,-639.888916016,85.8186721802,-12.559463501,32.3834533691,-9.27134227753,1.13057041168,-4.74327754974,2.83714938164,-1.93752968311,1.83680403233,-7.01494455338,-5.18909406662,-5.61972236633,1968.0,Electric Ladyland,Crosstown Traffic,1
